segment_id,frame,x,y,phase
0,0000.jpg,1711.0,901.0,wait
0,0001.jpg,1711.0,901.0,wait
0,0002.jpg,1757.716726,918.819862,move
0,0003.jpg,1804.433453,936.639724,move
0,0004.jpg,1851.150179,954.459586,move
0,0005.jpg,1833.969964,972.279448,move
0,0006.jpg,1787.253238,990.09931,move
0,0007.jpg,1740.536512,977.74411,move
0,0008.jpg,1693.819785,959.924248,move
0,0009.jpg,1647.103059,942.104386,move
0,0010.jpg,1600.386333,924.284524,move
0,0011.jpg,1553.669606,906.464662,move
1,0012.jpg,213.0,878.0,wait
1,0013.jpg,213.0,878.0,wait
1,0014.jpg,165.412991,862.654755,move
1,0015.jpg,117.825981,847.30951,move
1,0016.jpg,70.238972,831.964265,move
1,0017.jpg,22.651963,816.61902,move
1,0018.jpg,36.552206,801.273775,move
1,0019.jpg,84.139215,785.92853,move
1,0020.jpg,131.726224,770.583285,move
1,0021.jpg,179.313234,755.23804,move
1,0022.jpg,226.900243,739.892795,move
1,0023.jpg,274.487252,724.54755,move
1,0024.jpg,322.074261,709.202305,move
2,0025.jpg,1482.0,119.0,wait
2,0026.jpg,1509.098589,131.871149,move
2,0027.jpg,1554.262904,153.323064,move
2,0028.jpg,1599.427219,174.774979,move
2,0029.jpg,1644.591534,196.226894,move
2,0030.jpg,1689.755849,217.678808,move
2,0031.jpg,1734.920164,239.130723,move
2,0032.jpg,1780.084479,260.582638,move
2,0033.jpg,1825.248794,282.034553,move
2,0034.jpg,1862.0,303.486468,move
2,0035.jpg,1816.835685,324.938383,move
2,0036.jpg,1771.67137,346.390298,move
3,0037.jpg,142.0,879.0,wait
3,0038.jpg,124.851839,868.707256,move
3,0039.jpg,81.981437,842.975397,move
3,0040.jpg,39.111034,817.243537,move
3,0041.jpg,16.57408,791.511678,move
3,0042.jpg,59.444483,765.779818,move
3,0043.jpg,102.314885,740.047959,move
3,0044.jpg,145.185288,714.316099,move
3,0045.jpg,188.05569,688.58424,move
3,0046.jpg,230.926093,662.85238,move
3,0047.jpg,273.796495,637.120521,move
3,0048.jpg,316.666898,611.388661,move
4,0049.jpg,1640.0,932.0,wait
4,0050.jpg,1657.485926,922.292148,move
4,0051.jpg,1701.200741,898.022517,move
4,0052.jpg,1744.915556,873.752887,move
4,0053.jpg,1788.63037,849.483256,move
4,0054.jpg,1832.345185,825.213626,move
4,0055.jpg,1853.257037,800.943995,move
4,0056.jpg,1809.542222,776.674365,move
4,0057.jpg,1765.827407,752.404734,move
4,0058.jpg,1722.112593,728.135103,move
4,0059.jpg,1678.397778,703.865473,move
4,0060.jpg,1634.682963,679.595842,move
5,0061.jpg,1842.0,125.0,wait
5,0062.jpg,1842.0,125.0,wait
5,0063.jpg,1796.808529,103.605351,move
5,0064.jpg,1751.617059,82.210703,move
5,0065.jpg,1706.425588,60.816054,move
5,0066.jpg,1661.234118,39.421405,move
5,0067.jpg,1616.042647,18.026757,move
5,0068.jpg,1570.851177,16.557859,move
5,0069.jpg,1525.659706,37.952508,move
5,0070.jpg,1480.468236,59.347157,move
5,0071.jpg,1435.276765,80.741806,move
5,0072.jpg,1390.085295,102.136454,move
6,0073.jpg,1783.0,951.0,wait
6,0074.jpg,1783.0,951.0,wait
6,0075.jpg,1822.956844,952.857576,move
6,0076.jpg,1852.010789,955.179546,move
6,0077.jpg,1802.064733,957.501517,move
6,0078.jpg,1752.118678,959.823487,move
6,0079.jpg,1702.172623,962.145457,move
6,0080.jpg,1652.226567,964.467427,move
6,0081.jpg,1602.280512,966.789398,move
6,0082.jpg,1552.334456,969.111368,move
6,0083.jpg,1502.388401,971.433338,move
6,0084.jpg,1452.442345,973.755308,move
6,0085.jpg,1402.49629,976.077279,move
7,0086.jpg,126.0,175.0,wait
7,0087.jpg,148.773456,194.528689,move
7,0088.jpg,186.729216,227.076505,move
7,0089.jpg,224.684975,259.624321,move
7,0090.jpg,262.640735,292.172136,move
7,0091.jpg,300.596495,324.719952,move
7,0092.jpg,338.552254,357.267768,move
7,0093.jpg,376.508014,389.815583,move
7,0094.jpg,414.463774,422.363399,move
7,0095.jpg,452.419534,454.911215,move
7,0096.jpg,490.375293,487.45903,move
7,0097.jpg,528.331053,520.006846,move
8,0098.jpg,1050.0,575.0,wait
8,0099.jpg,1057.499063,556.459125,move
8,0100.jpg,1076.246722,510.106937,move
8,0101.jpg,1094.994381,463.75475,move
8,0102.jpg,1113.74204,417.402562,move
8,0103.jpg,1132.489698,371.050375,move
8,0104.jpg,1151.237357,324.698187,move
8,0105.jpg,1169.985016,278.346,move
8,0106.jpg,1188.732674,231.993812,move
8,0107.jpg,1207.480333,185.641624,move
8,0108.jpg,1226.227992,139.289437,move
8,0109.jpg,1244.975651,92.937249,move
9,0110.jpg,425.0,179.0,wait
9,0111.jpg,433.936442,174.512239,move
9,0112.jpg,478.618655,152.073436,move
9,0113.jpg,523.300867,129.634632,move
9,0114.jpg,567.98308,107.195829,move
9,0115.jpg,612.665292,84.757026,move
9,0116.jpg,657.347504,62.318222,move
9,0117.jpg,702.029717,39.879419,move
9,0118.jpg,746.711929,17.440615,move
9,0119.jpg,791.394141,16.975521,move
9,0120.jpg,836.076354,39.414325,move
